Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cha_CTNIH22,Cmq_MSK144,37.9,[35.5 - 40.5%],0.1067,1.58,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> MSK144
Cha_CTNIH22,Cna_KPL2825,33.2,[30.8 - 35.7%],0.126,0.36,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL2825
Cha_CTNIH22,Cna_KPL3649,33,[30.6 - 35.5%],0.1271,0.33,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL3649
Cha_CTNIH22,Cna_KPL3804,33,[30.6 - 35.6%],0.1268,0.34,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Cna_KPL4035,32.8,[30.3 - 35.3%],0.1282,0.31,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4035
Cha_CTNIH22,Cna_KPL4072,32.9,[30.5 - 35.4%],0.1274,0.33,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4072
Cha_CTNIH22,Cna_MSK071,33,[30.5 - 35.5%],0.1272,0.33,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK071
Cha_CTNIH22,Cna_MSK185,33.2,[30.7 - 35.7%],0.1263,0.35,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK185
Cha_CTNIH22,Cna_MSK194,33,[30.6 - 35.5%],0.1269,0.34,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK194
Cha_CTNIH22,Ctu_DSM_44922,37.1,[34.6 - 39.6%],0.1099,1.23,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Ctu_KPL3807,37.6,[35.2 - 40.2%],0.10780000000000001,1.45,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> KPL3807
Cha_CTNIH22,Ctu_MSK207,37,[34.5 - 39.5%],0.1103,1.2,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> MSK207
Cha_CTNIH22,Ctu_SK141,36.9,[34.4 - 39.4%],0.1107,1.16,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> SK141
Cha_CTNIH22,Cyo_c21Ua_68,33,[30.6 - 35.5%],0.1271,0.33,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Cyo_KPL2619,32.9,[30.4 - 35.4%],0.1277,0.32,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cha_CTNIH22,Cyo_MSK136,33.4,[31 - 35.9%],0.1252,0.38,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cke_YSMAA5_1_D11,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1336,0.2,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Ccu_CTNIH19,31.6,[29.2 - 34.1%],0.1336,0.2,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cke_YSMAA5_1_D11,Cha_CTNIH20,32.8,[30.3 - 35.3%],0.1281,0.31,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cke_YSMAA5_1_D11,Cha_CTNIH21,32.8,[30.4 - 35.4%],0.1277,0.32,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cke_YSMAA5_1_D11,Cha_CTNIH22,33.1,[30.7 - 35.6%],0.1265,0.35,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Cha_CTNIH23,32.7,[30.3 - 35.2%],0.1285,0.3,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cke_YSMAA5_1_D11,Cke_CTNIH24,80.2,[77.3 - 82.8%],0.0231,90.75,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cke_YSMAA5_1_D11,Cke_CTNIH27,80.6,[77.7 - 83.2%],0.0226,91.04,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cke_YSMAA5_1_D11,Cke_EYE_437,81,[78.1 - 83.6%],0.0221,91.35,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cke_YSMAA5_1_D11,Cke_FDAARGOS_1055,83.3,[80.5 - 85.8%],0.0196,92.8,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cke_YSMAA5_1_D11,Cke_LK1134,80.4,[77.5 - 83%],0.0229,90.9,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cke_YSMAA5_1_D11,Cke_YSMAA5_1_D11,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cke_YSMAA5_1_D11,Cmq_c19Ua_121,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Cmq_KPL4083,36.4,[33.9 - 38.9%],0.1126,1.01,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cke_YSMAA5_1_D11,Cmq_MSK144,35.7,[33.3 - 38.2%],0.1153,0.82,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cke_YSMAA5_1_D11,Cna_KPL2825,84,[81.2 - 86.4%],0.0188,93.19,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> KPL2825
Cke_YSMAA5_1_D11,Cna_KPL3649,85.8,[83.2 - 88.1%],0.0167,94.13,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> KPL3649
Cke_YSMAA5_1_D11,Cna_KPL3804,99.6,[99.4 - 99.8%],8e-4,98.2,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Cna_KPL4035,78.6,[75.6 - 81.2%],0.0251,89.39,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> KPL4035
Cke_YSMAA5_1_D11,Cna_KPL4072,81.3,[78.4 - 83.9%],0.0219,91.52,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> KPL4072
Cke_YSMAA5_1_D11,Cna_MSK071,85.7,[83.1 - 88.1%],0.0168,94.09,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> MSK071
Cke_YSMAA5_1_D11,Cna_MSK185,79.7,[76.8 - 82.4%],0.0237,90.36,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> MSK185
Cke_YSMAA5_1_D11,Cna_MSK194,99.6,[99.4 - 99.8%],8e-4,98.2,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#8200E7;'>Cna</span> MSK194
Cke_YSMAA5_1_D11,Ctu_DSM_44922,36.4,[34 - 38.9%],0.1124,1.02,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Ctu_KPL3807,35.3,[32.8 - 37.8%],0.1171,0.72,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cke_YSMAA5_1_D11,Ctu_MSK207,35.6,[33.1 - 38.1%],0.1157,0.79,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#002BFF;'>Ctu</span> MSK207
Cke_YSMAA5_1_D11,Ctu_SK141,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#002BFF;'>Ctu</span> SK141
Cke_YSMAA5_1_D11,Cyo_c21Ua_68,40.2,[37.7 - 42.8%],0.0987,2.87,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cke_YSMAA5_1_D11,Cyo_KPL2619,40.1,[37.6 - 42.6%],0.0991,2.79,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cke_YSMAA5_1_D11,Cyo_MSK136,40.2,[37.8 - 42.8%],0.0986,2.89,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
